Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Total_PageViews,Total_Duration,Avg_Time_Per_Page,Bounce_Exit_Ratio,Engagement_Score,Month_Encoded,VisitorType_Freq
0,-1.0054680759288452,0,-0.4947987296998535,3,-0.2459414774760645,0.0,0.066666667,-0.5328007247722796,0.0,Feb,1,1,3,3,Returning_Visitor,0,0,3,395.0,98.75,0.0,0.4866666666,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,16,-0.22731039347626747,0.01875,0.025833333,-0.5328007247722796,0.4,Feb,1,1,4,3,Returning_Visitor,0,0,16,407.75,23.985294117647058,0.698757772655376,0.48920833340000003,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,7,-0.4383625139611458,0.0,0.028571429,-0.5328007247722796,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,7,280.5,35.0625,0.0,0.4942857142,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,6,-0.9432331011935299,0.0,0.066666667,-0.5328007247722796,0.0,Feb,2,5,1,3,Returning_Visitor,0,0,6,98.0,14.0,0.0,0.4866666666,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.091739920056195,0.0,0.1,-0.5328007247722796,0.0,Feb,3,2,3,3,Returning_Visitor,0,0,2,68.0,22.666666666666668,0.0,0.48,0.016574585635359115,0.8546497337156903
2,0.7713799133258628,0,-0.4947987296998535,23,0.7499451920515612,0.008333333,0.016312636,-0.5328007247722796,0.0,Feb,1,1,9,3,Returning_Visitor,0,0,25,1721.285119,66.2032738076923,0.48134397326900424,0.4942374729,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,Feb,1,1,4,3,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,13,-0.3404864613642077,0.0,0.007692308,-0.5328007247722796,0.0,Feb,1,1,1,4,Returning_Visitor,1,0,13,334.9666667,23.92619047857143,0.0,0.4984615384,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.3599972725610807,0.0,0.1,-0.5328007247722796,0.0,Feb,2,2,1,3,Returning_Visitor,0,0,2,32.0,10.666666666666666,0.0,0.48,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,20,1.2525841807105158,0.0,0.01,-0.5328007247722796,0.0,Feb,2,4,4,4,Returning_Visitor,0,0,20,2981.166667,141.96031747619048,0.0,0.498,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,8,-0.7982843897943952,0.0,0.008333333,-0.5328007247722796,1.0,Feb,2,2,5,1,Returning_Visitor,1,0,8,136.1666667,15.129629633333334,0.0,0.49833333339999997,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,Feb,3,3,1,3,Returning_Visitor,0,0,2,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,3,-0.913741134412621,0.0,0.033333333,-0.5328007247722796,0.0,Feb,3,2,1,5,Returning_Visitor,0,0,3,105.0,26.25,0.0,0.4933333334,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.5832173402399643,0.0,0.1,-0.5328007247722796,0.8,Feb,2,4,1,3,Returning_Visitor,0,0,2,15.0,5.0,0.0,0.48,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,Feb,2,2,4,1,Returning_Visitor,1,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,5,-0.735055252847944,0.0,0.04,-0.5328007247722796,0.0,Feb,1,1,9,3,Returning_Visitor,0,0,5,156.0,26.0,0.0,0.492,0.016574585635359115,0.8546497337156903
4,0.8416893796836471,0,-0.4947987296998535,32,0.45137909193212383,0.002857143,0.00952381,-0.5328007247722796,0.0,Feb,2,2,1,3,Returning_Visitor,0,0,36,1200.0444439999999,32.43363362162162,0.27149321395958304,0.4972380951,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,4,-1.047887615429264,0.05,0.1,-0.5328007247722796,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,4,76.0,15.2,0.49504950495049505,0.46499999999999997,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,4,-1.1211888218377497,0.0,0.05,-0.5328007247722796,0.2,Feb,2,6,1,3,Returning_Visitor,0,0,4,63.0,12.6,0.0,0.49,0.016574585635359115,0.8546497337156903
1,-0.052855679171889616,1,-0.4947987296998535,45,0.707553428518552,0.043478261,0.050821256,1.9723863262726413,0.4,Feb,3,2,1,1,Returning_Visitor,0,0,47,1588.75,33.098958333333336,0.8390043846100526,27.5666744005,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.3306269262285229,0.0,0.1,-0.5328007247722796,0.0,Feb,1,1,6,3,Returning_Visitor,0,0,2,35.0,11.666666666666666,0.0,0.48,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,3,-1.0374794159400784,0.0,0.066666667,-0.5328007247722796,0.0,Feb,1,2,6,6,Returning_Visitor,1,0,3,78.0,19.5,0.0,0.4866666666,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,8,-0.5909388289041604,0.0,0.025,-0.5328007247722796,0.0,Feb,2,2,1,1,Returning_Visitor,0,0,8,209.5,23.27777777777778,0.0,0.495,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,10,-0.6564682114171021,0.04,0.08,-0.5328007247722796,0.0,Feb,1,1,3,1,Returning_Visitor,0,0,10,183.6666667,16.6969697,0.49382716049382713,0.472,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,14,-0.2677029182935121,0.014285714,0.028571429,-0.5328007247722796,0.0,Feb,2,2,1,1,Returning_Visitor,0,0,14,380.5,25.366666666666667,0.48309177077644777,0.49,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,52,0.9357485145486455,0.015384615,0.020352564,-0.5328007247722796,0.0,Feb,2,2,7,1,Returning_Visitor,0,0,52,2086.242857,39.36307277358491,0.7205043384953675,0.49131410270000003,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,8,-0.2563685712634447,0.025,0.05625,-0.5328007247722796,0.0,Feb,3,2,1,4,Returning_Visitor,1,0,8,388.0,43.111111111111114,0.4366812227074236,0.48124999999999996,0.016574585635359115,0.8546497337156903
2,0.3704035496341635,0,-0.4947987296998535,5,-0.4054277458659336,0.0,0.028571429,-0.5328007247722796,0.8,Feb,2,2,8,4,Returning_Visitor,0,0,7,316.0,39.5,0.0,0.4942857142,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,7,-1.1211888218377497,0.028571429,0.071428571,-0.5328007247722796,0.6,Feb,2,2,1,3,Returning_Visitor,0,0,7,63.0,7.875,0.39447732580558575,0.47714285710000004,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,9,-0.1269467608077742,0.0,0.022222222,-0.5328007247722796,0.0,Feb,2,5,1,6,Returning_Visitor,0,0,9,482.0,48.2,0.0,0.4955555556,0.016574585635359115,0.8546497337156903
1,0.10306405448392564,0,-0.4947987296998535,46,1.5540921933839955,0.0,0.001794872,-0.5328007247722796,0.0,Feb,2,2,8,4,Returning_Visitor,0,0,47,4093.393939,85.27904039583333,0.0,0.4996410256,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,3,-1.475874858086947,0.0,0.066666667,-0.5328007247722796,0.6,Feb,1,1,3,2,Returning_Visitor,0,0,3,22.0,5.5,0.0,0.4866666666,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,15,-0.3833995271419095,0.0,0.006666667,-0.5328007247722796,0.0,Feb,1,1,4,4,Returning_Visitor,0,0,15,310.1666667,19.38541666875,0.0,0.49866666660000003,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.3401991434302816,0.0,0.05,-0.5328007247722796,0.4,Feb,3,2,2,3,Returning_Visitor,0,0,2,34.0,11.333333333333334,0.0,0.49,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,4,-0.9883020205935207,0.0,0.05,-0.5328007247722796,0.0,Feb,4,1,1,3,Returning_Visitor,0,0,4,88.0,17.6,0.0,0.49,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,22,0.033832378742947124,0.003030303,0.006060606,-0.5328007247722796,0.2,Feb,2,5,1,4,Returning_Visitor,0,0,22,622.25,27.054347826086957,0.4291845487483652,0.49787878790000006,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,14,-0.5605251491345471,0.017142857,0.057142857,-0.5328007247722796,0.0,Feb,1,1,1,2,Returning_Visitor,0,0,14,222.4,14.826666666666666,0.2948402931077157,0.48342857149999996,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,3,-1.0272732535716769,0.066666667,0.133333333,-0.5328007247722796,0.2,Feb,3,2,1,3,Returning_Visitor,0,0,3,80.0,20.0,0.4962779193456028,0.4533333333,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,11,0.2020926633403296,0.0,0.003636364,-0.5328007247722796,0.0,Feb,3,2,1,3,Returning_Visitor,0,0,11,800.8333333,66.73611110833333,0.0,0.4992727272,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.6,Feb,2,2,3,2,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,Feb,1,1,3,4,Returning_Visitor,1,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,12,-0.46854926511705614,0.011111111,0.026111111,-0.5328007247722796,0.2,Feb,3,2,1,3,Returning_Visitor,0,0,12,265.1666667,20.3974359,0.4098360631550658,0.4914444445,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.3915134162358656,0.0,0.1,-0.5328007247722796,1.0,Feb,2,4,4,2,Returning_Visitor,1,0,2,29.0,9.666666666666666,0.0,0.48,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,4,-0.7230616022258339,0.0,0.075,-0.5328007247722796,0.0,Feb,4,2,2,3,Returning_Visitor,0,0,4,160.0,32.0,0.0,0.485,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,4,-0.7999675343361147,0.05,0.025,-0.5328007247722796,0.4,Feb,3,3,1,4,Returning_Visitor,0,0,4,135.6666667,27.13333334,1.923076923076923,0.48,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.2,Feb,2,4,1,3,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.6,Feb,3,2,3,3,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
4,0.7910488147700476,2,2.0647699656305876,36,0.35748120286323387,0.0,0.014736467,1.9470273774406786,0.2,Feb,2,2,4,1,Returning_Visitor,0,0,42,1174.7416667,27.319573644186047,0.0,10.2205922716,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,4,-0.9178601426243255,0.0,0.05,-0.5328007247722796,0.4,Feb,2,6,6,3,Returning_Visitor,0,0,4,104.0,20.8,0.0,0.49,0.016574585635359115,0.8546497337156903
2,0.32526189652264165,0,-0.4947987296998535,16,-0.2658983927670202,0.011764706,0.046568627,-0.5328007247722796,0.6,Feb,2,4,2,1,Returning_Visitor,0,0,18,397.6865079,20.930868836842105,0.24732069731590106,0.48715686280000003,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,6,-0.696896621384898,0.0,0.016666667,-0.5328007247722796,0.4,Feb,1,1,3,3,Returning_Visitor,0,0,6,169.0,24.142857142857142,0.0,0.49666666660000003,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,8,-0.23740944495454885,0.05,0.120833333,-0.5328007247722796,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,8,400.8,44.53333333333333,0.4103967179491018,0.4608333334,0.016574585635359115,0.8546497337156903
12,1.326634339209873,0,-0.4947987296998535,42,0.6926929510333579,0.009,0.019666667,1.96734160724989,0.0,Feb,1,1,3,2,Returning_Visitor,0,0,54,1832.9999997,33.32727272181818,0.4354838639438086,19.6476130066,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,14,0.11730906832449411,0.0,0.007142857,-0.5328007247722796,0.0,Feb,2,2,5,4,Returning_Visitor,1,0,14,706.5,47.1,0.0,0.49857142860000003,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,Feb,2,2,4,3,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
3,0.9486230871197852,0,-0.4947987296998535,27,0.19994809779318168,0.0,0.012643678,1.9537450213950471,0.8,Feb,2,2,3,1,Returning_Visitor,0,1,30,886.16666663,28.58602150419355,0.0,11.9554891144,0.016574585635359115,0.8546497337156903
4,0.7042876282581763,0,-0.4947987296998535,90,2.1147494603496964,0.002150538,0.015013034,-0.5328007247722796,0.0,Feb,4,1,1,3,Returning_Visitor,0,0,94,6995.972222,73.6418128631579,0.13429922149668827,0.4963522318,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.6,Feb,2,2,5,1,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,18,0.2848286537618008,0.0,0.007407407,-0.5328007247722796,0.0,Feb,2,7,2,4,Returning_Visitor,0,0,18,902.0,47.473684210526315,0.0,0.4985185186,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.2,Feb,3,2,3,3,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,Feb,2,6,1,2,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,20,-0.6208636581928714,0.025,0.0525,-0.5328007247722796,0.0,Feb,2,6,6,1,Returning_Visitor,0,0,20,197.3777778,9.3989418,0.4672897196261683,0.482,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.2606500682038184,0.0,0.1,-0.5328007247722796,0.4,Feb,2,2,3,3,Returning_Visitor,0,0,2,43.0,14.333333333333334,0.0,0.48,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,8,-0.2004803108953812,0.0,0.0125,-0.5328007247722796,0.0,Feb,2,4,3,2,Returning_Visitor,0,0,8,426.6666667,47.40740741111111,0.0,0.4975,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,3,-0.8022191587817441,0.0,0.066666667,-0.5328007247722796,0.0,Feb,2,4,3,3,Returning_Visitor,0,0,3,135.0,33.75,0.0,0.4866666666,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,16,-0.0022547236226608293,0.0,0.025,-0.5328007247722796,0.0,Feb,2,4,1,1,Returning_Visitor,0,0,16,588.3333333,34.60784313529412,0.0,0.495,0.016574585635359115,0.8546497337156903
10,1.7002618796634617,0,-0.4947987296998535,36,0.9459545148856883,0.004347826,0.014492754,1.9123659046194599,0.0,Feb,2,6,1,2,Returning_Visitor,0,1,46,3117.008334,66.31932625531915,0.28063609607433254,6.2155030764,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.047887615429264,0.0,0.05,-0.5328007247722796,0.6,Feb,3,2,3,3,Returning_Visitor,0,0,2,76.0,25.333333333333332,0.0,0.49,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,1.0,Feb,1,1,1,3,Returning_Visitor,1,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.4,Feb,1,1,1,3,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,7,-0.5945682007221773,0.0,0.028571429,-0.5328007247722796,0.0,Feb,4,1,1,5,Returning_Visitor,1,0,7,208.0,26.0,0.0,0.4942857142,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,4,-0.458891752060036,0.0,0.016666667,-0.5328007247722796,0.8,Feb,1,1,1,3,Returning_Visitor,0,0,4,270.0,54.0,0.0,0.49666666660000003,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,6,-1.2899391229587125,0.0,0.02,-0.5328007247722796,0.0,Feb,2,2,1,3,Returning_Visitor,0,0,6,39.5,5.642857142857143,0.0,0.496,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,12,-0.2761249116447956,0.016666667,0.058333333,-0.5328007247722796,0.0,Feb,3,2,4,1,Returning_Visitor,0,0,12,375.0,28.846153846153847,0.2808988836005555,0.4833333333,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.8,Feb,2,2,2,1,Returning_Visitor,1,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,7,-0.7534972261859999,0.057142857,0.085714286,-0.5328007247722796,0.0,Feb,2,2,2,1,Returning_Visitor,0,0,7,150.0,18.75,0.6589785793773358,0.46571428569999995,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,3,-0.7921532092998285,0.0,0.066666667,-0.5328007247722796,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,3,138.0,34.5,0.0,0.4866666666,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,7,-0.3362424537739342,0.028571429,0.023809524,-0.5328007247722796,0.4,Feb,4,1,3,3,Returning_Visitor,0,0,7,337.5,42.1875,1.151631486359835,0.4866666665,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,19,0.031520925743053874,0.0,0.007894737,-0.5328007247722796,0.0,Feb,1,1,4,2,Returning_Visitor,0,0,19,620.0333333,31.001666665,0.0,0.4984210526,0.016574585635359115,0.8546497337156903
2,0.6309215639435294,0,-0.4947987296998535,15,-0.6973347720990006,0.0,0.011764706,-0.5328007247722796,0.4,Feb,1,1,1,3,Returning_Visitor,0,0,17,204.8461538,11.380341877777777,0.0,0.4976470588,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,1,-2.168082124275048,0.2,0.2,-0.5328007247722796,0.0,Feb,1,1,1,2,Returning_Visitor,1,0,1,0.0,0.0,0.9950248756218906,0.4,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.1928572865610834,0.0,0.1,-0.5328007247722796,0.0,Feb,1,1,1,3,Returning_Visitor,0,0,2,52.0,17.333333333333332,0.0,0.48,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,13,0.06148838168239224,0.0,0.015384615,-0.5328007247722796,0.0,Feb,2,2,1,5,New_Visitor,0,0,13,649.25,46.375,0.0,0.496923077,0.016574585635359115,0.13871364195002048
0,-1.0054680759288452,0,-0.4947987296998535,27,0.302883810146708,0.003703704,0.025925926,-0.5328007247722796,0.6,Feb,4,1,3,3,Returning_Visitor,0,0,27,925.3333333,33.04761904642857,0.13755159246890897,0.4937037036,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.3499854905179058,0.0,0.1,-0.5328007247722796,0.2,Feb,1,1,1,3,Returning_Visitor,0,0,2,33.0,11.0,0.0,0.48,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,6,0.6993004175654257,0.05,0.066666667,-0.5328007247722796,0.2,Feb,1,1,1,3,Returning_Visitor,0,0,6,1566.5,223.78571428571428,0.738916252517654,0.4716666666,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,4,-0.913741134412621,0.0,0.025,-0.5328007247722796,0.6,Feb,1,1,1,4,Returning_Visitor,0,0,4,105.0,21.0,0.0,0.495,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,1,-0.4947987296998535,7,-1.2071042103464804,0.038095238,0.080952381,-0.5328007247722796,0.6,Feb,2,4,1,7,Returning_Visitor,0,0,8,50.0,5.555555555555555,0.46484601832373845,0.4723809524,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,16,0.05638417610510531,0.004166667,0.031666667,-0.5328007247722796,0.0,Feb,3,2,3,4,Returning_Visitor,0,0,16,644.2,37.89411764705883,0.12755102931070375,0.49241666650000004,0.016574585635359115,0.8546497337156903
3,0.3774181382635001,0,-0.4947987296998535,38,1.1401802116691226,0.0,0.008947368,-0.5328007247722796,0.4,Feb,2,4,1,2,Returning_Visitor,0,0,41,2653.5111113300004,63.17883598404763,0.0,0.4982105264,0.016574585635359115,0.8546497337156903
4,0.8214326927012521,0,-0.4947987296998535,19,0.017799564007388514,0.0,0.026984127,1.9419857400302438,1.0,Feb,1,1,7,4,Returning_Visitor,1,1,23,668.0,27.833333333333332,0.0,9.2625826396,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,6,-0.21691610054742583,0.0,0.033333333,-0.5328007247722796,0.4,Feb,1,1,3,2,Returning_Visitor,0,0,6,415.0,59.285714285714285,0.0,0.4933333334,0.016574585635359115,0.8546497337156903
2,0.5755989797120596,1,1.9623744058424863,36,0.9346400869198155,0.0,0.01351025,-0.5328007247722796,0.8,Feb,2,2,4,3,Returning_Visitor,0,0,39,2130.530952,53.2632738,0.0,0.49729795,0.016574585635359115,0.8546497337156903
3,0.8065909943029961,0,-0.4947987296998535,17,-0.43611827488147176,0.007058824,0.017647059,-0.5328007247722796,0.0,Feb,1,1,3,4,Returning_Visitor,0,0,20,340.1666667,16.1984127,0.37854891755316483,0.494352941,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,0,-0.4947987296998535,2,-1.4139076888416742,0.15,0.15,-0.5328007247722796,0.0,Feb,1,1,7,2,Returning_Visitor,0,0,2,27.0,9.0,0.9933774834437086,0.42500000000000004,0.016574585635359115,0.8546497337156903
0,-1.0054680759288452,1,-0.4947987296998535,9,-0.577800076704701,0.044444444,0.074074074,-0.5328007247722796,0.8,Feb,4,1,1,3,Returning_Visitor,0,0,10,215.0,19.545454545454547,0.5920078881026224,0.471851852,0.016574585635359115,0.8546497337156903
